行	種別	語根	基礎表記	グループ順位	グループ件数	F	識別子	上付き識別子	識別子付き表記	判定根拠
1541	content	rifuĝ	避	2	2	7	r	ᴿ	避ᴿ	頭文字唯一
1542	content	rip	肋	1	1	8			肋	単独
1543	content	risk	险	1	1	13			险	単独
1544	content	ritm	律	2	3	9	r	ᴿ	律ᴿ	頭文字唯一
1545	content	rob	袍	1	2	13			袍	基本形
1546	content	ronk	鼾	1	1	3			鼾	単独
1547	content	rost	烤	1	2	27			烤	基本形
1548	content	sagac	敏	1	1	5			敏	単独
1549	content	saŭc	酱	1	1	17			酱	単独
1550	content	seg	锯	1	1	21			锯	単独
1551	content	sekretari	秘	2	3	9	sr	ˢᴿ	秘ˢᴿ	子音位置4
1552	content	seks	性	2	3	62	s	ˢ	性ˢ	頭文字唯一
1553	content	ŝel	壳	1	2	28			壳	基本形
1554	content	sens	感	2	2	33	ss	ˢˢ	感ˢˢ	子音位置2
1555	content	seren	宁	2	2	9	s	ˢ	宁ˢ	頭文字唯一
1556	content	signal	号	1	2	22			号	基本形
1557	content	silk	丝	2	2	22	s	ˢ	丝ˢ	頭文字唯一
1558	content	simi	猿	1	1	12			猿	単独
1559	content	simpati	亲	4	4	8	s	ˢ	亲ˢ	頭文字唯一
1560	content	sklav	奴	1	1	19			奴	単独
1561	content	sku	摇	1	4	21			摇	基本形
1562	content	ŝmir	涂	1	1	19			涂	単独
1563	content	sobr	节	4	7	7	sb	ˢᴮ	节ˢᴮ	子音位置1
1564	content	ŝofor	驾	1	1	2			驾	単独
1565	content	sojl	槛	1	1	11			槛	単独
1566	content	sopir	慕	1	1	9			慕	単独
1567	content	sorĉ	魔	1	4	20			魔	基本形
1568	content	sprit	智	2	3	11	sp	ˢᴾ	智ˢᴾ	子音位置1
1569	content	ŝraŭb	螺	1	1	46			螺	単独
1570	content	ŝtal	钢	1	1	17			钢	単独
1571	content	stang	杆	1	1	43			杆	単独
1572	content	stil	风	2	3	27	s	ˢ	风ˢ	頭文字唯一
1573	content	ŝtof	布	2	2	11	ŝ	ˢ̂	布ˢ̂	頭文字唯一
1574	content	stri	条	1	1	24			条	単独
1575	content	struktur	构	1	1	14			构	単独
1576	content	sufok	窒	1	1	9			窒	単独
1577	content	surfac	面	1	1	17			面	単独
1578	content	suspekt	疑	2	2	11	s	ˢ	疑ˢ	頭文字唯一
1579	content	sven	昏	1	2	10			昏	基本形
1580	content	sving	挥	1	1	14			挥	単独
1581	content	tajl	裁	2	2	7	tl	ᵀᴸ	裁ᵀᴸ	差分なし+末尾側fallback
1582	content	tajlor	裁	1	2	9			裁	基本形
1583	content	ted	烦	1	1	8			烦	単独
1584	content	teg	覆	1	1	14			覆	単独
1585	content	tend	帐	1	1	10			帐	単独
1586	content	teori	论	1	3	25			论	基本形
1587	content	teren	地	2	3	14	tn	ᵀᴺ	地ᵀᴺ	子音位置2
1588	content	trajn	车	2	6	19	t	ᵀ	车ᵀ	頭文字唯一
1589	content	trajt	特	4	5	1	t	ᵀ	特ᵀ	頭文字唯一
1590	content	tremp	浸	1	1	4			浸	単独
1591	content	trezor	宝	2	2	5	t	ᵀ	宝ᵀ	頭文字唯一
1592	content	trikot	织	3	3	5	tt	ᵀᵀ	织ᵀᵀ	子音位置3
1593	content	trotuar	径	1	1	3			径	単独
1594	content	trunk	干	2	2	12	t	ᵀ	干ᵀ	頭文字唯一
1595	content	turment	虐	1	1	13			虐	単独
1596	content	urs	熊	1	1	22			熊	単独
1597	content	vakcin	苗	1	1	15			苗	単独
1598	content	vel	帆	1	1	24			帆	単独
1599	content	velk	枯	1	1	15			枯	単独
1600	content	venen	毒	1	2	20			毒	基本形
1601	content	verb	动	5	6	11	v	ⱽ	动ⱽ	頭文字唯一
1602	content	veŝt	坎	1	1	4			坎	単独
1603	content	vidv	寡	1	1	7			寡	単独
1604	content	virt	德	2	3	11	v	ⱽ	德ⱽ	頭文字唯一
1605	content	vual	纱	1	1	11			纱	単独
1606	content	vulp	狐	1	1	11			狐	単独
1607	content	abstrakt	抽	1	1	13			抽	単独
1608	content	akuŝ	产	2	2	17	a	ᴬ	产ᴬ	頭文字唯一
1609	content	akuzativ	宾	1	1	2			宾	単独
1610	content	alarm	警	2	3	12	a	ᴬ	警ᴬ	同頭文字初出/頭文字単独
1611	content	alternativ	替	2	2	0	at	ᴬᵀ	替ᴬᵀ	子音位置5
1612	content	ambici	志	1	1	4			志	単独
1613	content	amor	性	3	3	14	a	ᴬ	性ᴬ	頭文字唯一
1614	content	analiz	析	1	1	13			析	単独
1615	content	antarkt	南	2	2	6	a	ᴬ	南ᴬ	頭文字唯一
1616	content	antikv	古	1	1	6			古	単独
1617	content	antologi	选	2	2	1	a	ᴬ	选ᴬ	頭文字唯一
1618	content	arest	逮	1	1	10			逮	単独
1619	content	arkt	极	3	3	6	a	ᴬ	极ᴬ	頭文字唯一
1620	content	arogant	傲	1	1	0			傲	単独
1621	content	asimil	同	3	3	6	a	ᴬ	同ᴬ	頭文字唯一
1622	content	astr	星	2	4	17	a	ᴬ	星ᴬ	頭文字唯一
1623	content	astronomi	天	2	2	1	a	ᴬ	天ᴬ	頭文字唯一
1624	content	atmosfer	气	5	5	10	at	ᴬᵀ	气ᴬᵀ	子音位置1
1625	content	aŭdac	敢	1	1	3			敢	単独
1626	content	aŭror	晓	1	1	4			晓	単独
1627	content	aviad	航	1	1	30			航	単独
1628	content	balen	鲸	1	1	14			鲸	単独
1629	content	banal	庸	1	1	4			庸	単独
1630	content	bateri	电	4	4	3	b	ᴮ	电ᴮ	頭文字唯一
1631	content	Bibli	圣	2	2	11	b	ᴮ	圣ᴮ	頭文字唯一
1632	content	biologi	生	3	3	0	b	ᴮ	生ᴮ	頭文字唯一
1633	content	biskvit	饼	1	1	3			饼	単独
1634	content	bomb	弹	1	3	26			弹	基本形
1635	content	botanik	植	2	3	9	b	ᴮ	植ᴮ	頭文字唯一
1636	content	Budh	佛	1	1	13			佛	単独
1637	content	burokrat	官	2	2	4	b	ᴮ	官ᴮ	頭文字唯一
1638	content	bus	车	4	6	10	bs	ᴮˢ	车ᴮˢ	子音位置1
1639	content	ĉampion	冠	2	2	5	ĉ	ᶜ̂	冠ᶜ̂	頭文字唯一
1640	content	celebr	庆	2	2	2	c	ᶜ	庆ᶜ	頭文字唯一
1641	content	ceramik	陶	1	1	8			陶	単独
1642	content	ceremoni	式	3	4	12	c	ᶜ	式ᶜ	頭文字唯一
1643	content	damaĝ	损	2	2	6	dm	ᴰᴹ	损ᴰᴹ	子音位置1
1644	content	demokrati	民	3	3	13	d	ᴰ	民ᴰ	頭文字唯一
1645	content	dialekt	言	1	1	6			言	単独
1646	content	diamant	钻	2	2	4	d	ᴰ	钻ᴰ	頭文字唯一
1647	content	dign	尊	1	2	10			尊	基本形
1648	content	dinamit	炸	3	3	2	d	ᴰ	炸ᴰ	頭文字唯一
1649	content	diplom	证	2	5	14	d	ᴰ	证ᴰ	頭文字唯一
1650	content	diplomat	交	2	2	10	d	ᴰ	交ᴰ	頭文字唯一
1651	content	diskriminaci	歧	1	1	4			歧	単独
1652	content	distrikt	区	3	3	9	d	ᴰ	区ᴰ	頭文字唯一
1653	content	kalkan	跟	1	1	6			跟	単独
1654	content	kalson	裤	2	2	7	k	ᴷ	裤ᴷ	頭文字唯一
1655	content	kamion	车	5	6	9	k	ᴷ	车ᴷ	頭文字唯一
1656	content	kandel	烛	1	1	8			烛	単独
1657	content	kanzon	曲	2	2	4	kn	ᴷᴺ	曲ᴷᴺ	子音位置1
1658	content	kapital	资	1	2	26			资	基本形
1659	content	kares	抚	1	1	12			抚	単独
1660	content	kastel	城	1	1	9			城	単独
1661	content	katen	链	2	2	13	k	ᴷ	链ᴷ	頭文字唯一
1662	content	kemi	化	1	3	25			化	基本形
1663	content	kin	映	1	1	9			映	単独
1664	content	klient	客	3	4	3	k	ᴷ	客ᴷ	頭文字唯一
1665	content	kned	揉	1	1	8			揉	単独
1666	content	kolon	柱	1	2	23			柱	基本形
1667	content	kom	逗	2	2	9	k	ᴷ	逗ᴷ	頭文字唯一
1668	content	komand	令	1	2	15			令	基本形
1669	content	komik	笑	2	2	7	k	ᴷ	笑ᴷ	頭文字唯一
1670	content	komisi	委	2	5	13	ks	ᴷˢ	委ᴷˢ	子音位置2
1671	content	komision	委	3	5	10	kn	ᴷᴺ	委ᴷᴺ	子音位置3
1672	content	komplet	全	2	2	15	k	ᴷ	全ᴷ	頭文字唯一
1673	content	koncert	奏	1	1	10			奏	単独
1674	content	kondamn	判	2	2	8	k	ᴷ	判ᴷ	頭文字唯一
1675	content	konferenc	会	3	3	5	kf	ᴷᶠ	会ᴷᶠ	子音位置2
1676	content	konfid	信	4	5	11	kn	ᴷᴺ	信ᴷᴺ	子音位置1
1677	content	konfirm	确	2	4	6	k	ᴷ	确ᴷ	同頭文字初出/頭文字単独
1678	content	konfuz	乱	1	1	14			乱	単独
1679	content	konjekt	猜	2	2	5	k	ᴷ	猜ᴷ	頭文字唯一
1680	content	konklud	结	3	4	6	k	ᴷ	结ᴷ	頭文字唯一
1681	content	konkur	竞	2	2	15	kr	ᴷᴿ	竞ᴷᴿ	差分なし+末尾側fallback
1682	content	konscienc	德	3	3	7	k	ᴷ	德ᴷ	頭文字唯一
1683	content	kontrakt	约	1	3	18			约	基本形
1684	content	konvink	服	1	4	12			服	基本形
1685	content	kord	弦	1	1	16			弦	単独
1686	content	kot	泥	1	1	12			泥	単独
1687	content	krad	栅	1	1	20			栅	単独
1688	content	kran	栓	1	1	9			栓	単独
1689	content	krepusk	昏	2	2	7	k	ᴷ	昏ᴷ	頭文字唯一
1690	content	kret	垩	1	1	6			垩	単独
1691	content	kripl	残	2	2	6	kp	ᴷᴾ	残ᴷᴾ	子音位置2
1692	content	kriz	危	1	2	15			危	基本形
1693	content	kron	冠	1	2	49			冠	基本形
1694	content	kruĉ	壶	2	2	9	k	ᴷ	壶ᴷ	頭文字唯一
1695	content	kruel	残	1	2	11			残	基本形
1696	content	krust	壳	2	2	11	k	ᴷ	壳ᴷ	頭文字唯一
1697	content	krut	陡	1	2	10			陡	基本形
1698	content	kubut	肘	1	1	4			肘	単独
1699	content	kugl	弹	3	3	10	k	ᴷ	弹ᴷ	頭文字唯一
1700	content	kupr	铜	1	1	16			铜	単独
1701	content	kurten	帘	1	1	14			帘	単独
1702	content	kvartal	区	2	3	19	k	ᴷ	区ᴷ	頭文字唯一
1703	content	kverk	橡	1	1	8			橡	単独
1704	content	lek	舔	1	1	7			舔	単独
1705	content	lift	梯	1	1	5			梯	単独
1706	content	list	表	3	4	22	l	ᴸ	表ᴸ	頭文字唯一
1707	content	lup	狼	1	1	9			狼	単独
1708	content	maĉ	嚼	1	1	12			嚼	単独
1709	content	mam	乳	2	2	24	m	ᴹ	乳ᴹ	頭文字唯一
1710	content	mandat	委	5	5	7	m	ᴹ	委ᴹ	頭文字唯一
1711	content	marĉ	沼	1	1	17			沼	単独
1712	content	mast	桅	1	1	21			桅	単独
1713	content	medikament	药	1	2	11			药	基本形
1714	content	medit	思	2	2	5	m	ᴹ	思ᴹ	頭文字唯一
1715	content	mekanik	械	1	3	18			械	基本形
1716	content	mekanism	械	3	3	0	ms	ᴹˢ	械ᴹˢ	子音位置3
1717	content	migr	迁	1	1	35			迁	単独
1718	content	miliard	亿	1	1	2			亿	単独
1719	content	min	矿	1	2	43			矿	基本形
1720	content	mister	谜	2	2	4	m	ᴹ	谜ᴹ	頭文字唯一
1721	content	model	模	1	1	14			模	単独
1722	content	moder	适	2	4	14	m	ᴹ	适ᴹ	頭文字唯一
1723	content	moskit	蚊	1	1	5			蚊	単独
1724	content	mus	鼠	1	2	15			鼠	基本形
1725	content	muskol	筋	1	1	16			筋	単独
1726	content	nadl	针	2	2	8	n	ᴺ	针ᴺ	頭文字唯一
1727	content	naiv	朴	1	1	7			朴	単独
1728	content	naŭz	呕	1	1	4			呕	単独
1729	content	nerv	神	2	3	22	n	ᴺ	神ᴺ	頭文字唯一
1730	content	nivel	平	1	2	36			平	基本形
1731	content	nobl	贵	1	1	13			贵	単独
1732	content	nod	结	2	4	18	n	ᴺ	结ᴺ	頭文字唯一
1733	content	observ	观	1	2	17			观	基本形
1734	content	ombrel	伞	1	1	5			伞	単独
1735	content	osced	欠	3	3	3	o	ᴼ	欠ᴼ	頭文字唯一
1736	content	palac	宫	1	1	7			宫	単独
1737	content	parfum	香	2	2	6	p	ᴾ	香ᴾ	頭文字唯一
1738	content	pasi	情	3	3	7	p	ᴾ	情ᴾ	頭文字唯一
1739	content	paŝt	牧	1	2	14			牧	基本形
1740	content	pat	锅	1	3	22			锅	基本形
1741	content	patron	保	3	3	6	p	ᴾ	保ᴾ	頭文字唯一
1742	content	pelt	皮	3	3	9	p	ᴾ	皮ᴾ	頭文字唯一
1743	content	penik	笔	2	2	9	p	ᴾ	笔ᴾ	頭文字唯一
1744	content	pent	悔	1	1	12			悔	単独
1745	content	perfid	叛	2	2	10	p	ᴾ	叛ᴾ	頭文字唯一
1746	content	petrol	油	3	4	23	p	ᴾ	油ᴾ	頭文字唯一
1747	content	pil	电	2	4	7	p	ᴾ	电ᴾ	頭文字唯一
1748	content	pinĉ	掐	1	1	15			掐	単独
1749	content	pir	梨	1	1	22			梨	単独
1750	content	plekt	编	1	4	18			编	基本形
1751	content	plumb	铅	1	1	21			铅	単独
1752	content	poezi	诗	1	3	8			诗	基本形
1753	content	posten	岗	1	1	11			岗	単独
1754	content	pozici	位	1	2	6			位	基本形
1755	content	pretekst	借	2	2	3	pt	ᴾᵀ	借ᴾᵀ	子音位置2
1756	content	pretend	称	1	1	8			称	単独
1757	content	probabl	概	1	3	8			概	基本形
1758	content	proced	办	3	3	5	p	ᴾ	办ᴾ	頭文字唯一
1759	content	proces	程	2	2	8	pc	ᴾᶜ	程ᴾᶜ	子音位置2
1760	content	prokrast	延	1	1	14			延	単独
1761	content	proz	散	3	3	5	p	ᴾ	散ᴾ	頭文字唯一
1762	content	pruv	证	4	5	9	p	ᴾ	证ᴾ	頭文字唯一
1763	content	pulm	肺	1	1	15			肺	単独
1764	content	pulv	炸	2	3	6	p	ᴾ	炸ᴾ	頭文字唯一
1765	content	pulvor	粉	1	2	23			粉	基本形
1766	content	pump	泵	1	1	19			泵	単独
1767	content	pup	偶	2	4	11	pp	ᴾᴾ	偶ᴾᴾ	子音位置1
1768	content	putr	腐	1	1	14			腐	単独
1769	content	ramp	爬	2	2	11	r	ᴿ	爬ᴿ	頭文字唯一
1770	content	rang	级	2	2	21	r	ᴿ	级ᴿ	頭文字唯一
1771	content	rat	鼠	2	2	6	r	ᴿ	鼠ᴿ	頭文字唯一
1772	content	rav	醉	2	2	9	r	ᴿ	醉ᴿ	頭文字唯一
1773	content	dosier	档	1	2	21			档	基本形
1774	content	drink	饮	2	2	16	d	ᴰ	饮ᴰ	頭文字唯一
1775	content	ekologi	态	2	2	0	e	ᴱ	态ᴱ	頭文字唯一
1776	content	ekonomik	经	2	2	5	ek	ᴱᴷ	经ᴱᴷ	子音位置4
1777	content	ekskluziv	排	1	1	11			排	単独
1778	content	ekspres	速	2	2	11	e	ᴱ	速ᴱ	頭文字唯一
1779	content	ekstr	特	3	5	6	e	ᴱ	特ᴱ	頭文字唯一
1780	content	ekzempler	册	3	5	5	e	ᴱ	册ᴱ	頭文字唯一
1781	content	elimin	除	2	2	5	el	ᴱᴸ	除ᴱᴸ	子音位置1
1782	content	elokvent	辩	1	3	7			辩	基本形
1783	content	emfaz	强	3	3	3	e	ᴱ	强ᴱ	頭文字唯一
1784	content	enciklopedi	典	2	2	4	e	ᴱ	典ᴱ	頭文字唯一
1785	content	enket	查	1	1	10			查	単独
1786	content	entuziasm	热	3	4	9	e	ᴱ	热ᴱ	頭文字唯一
1787	content	epizod	段	1	2	3			段	基本形
1788	content	erotik	色	3	3	3	e	ᴱ	色ᴱ	頭文字唯一
1789	content	ese	论	3	3	3	e	ᴱ	论ᴱ	頭文字唯一
1790	content	etik	伦	1	1	4			伦	単独
1791	content	etn	族	2	3	15	e	ᴱ	族ᴱ	頭文字唯一
1792	content	eventual	偶	4	4	7	e	ᴱ	偶ᴱ	頭文字唯一
1793	content	faktor	因	4	4	8	f	ᶠ	因ᶠ	頭文字唯一
1794	content	faktur	账	2	2	3	f	ᶠ	账ᶠ	頭文字唯一
1795	content	fantom	幽	1	1	7			幽	単独
1796	content	fatal	厄	1	1	7			厄	単独
1797	content	fekund	肥	1	1	11			肥	単独
1798	content	feminism	女	2	2	0	f	ᶠ	女ᶠ	頭文字唯一
1799	content	femur	股	1	2	8			股	基本形
1800	content	festival	节	5	7	4	f	ᶠ	节ᶠ	頭文字唯一
1801	content	fiask	败	1	1	2			败	単独
1802	content	filatel	邮	2	2	2	f	ᶠ	邮ᶠ	頭文字唯一
1803	content	fili	支	2	2	3	f	ᶠ	支ᶠ	頭文字唯一
1804	content	filozofi	哲	1	1	4			哲	単独
1805	content	filtr	滤	1	1	15			滤	単独
1806	content	firma	商	2	2	4	f	ᶠ	商ᶠ	頭文字唯一
1807	content	fon	底	1	2	79			底	基本形
1808	content	fonetik	音	2	2	4	f	ᶠ	音ᶠ	頭文字唯一
1809	content	formal	形	3	4	12	fl	ᶠᴸ	形ᶠᴸ	子音位置3
1810	content	format	版	1	2	12			版	基本形
1811	content	fortun	运	2	2	4	f	ᶠ	运ᶠ	頭文字唯一
1812	content	forum	坛	1	1	2			坛	単独
1813	content	frakci	分	4	5	8	f	ᶠ	分ᶠ	頭文字唯一
1814	content	futbal	球	6	6	6	f	ᶠ	球ᶠ	頭文字唯一
1815	content	gamb	腿	3	3	4	g	ᴳ	腿ᴳ	頭文字唯一
1816	content	gastronomi	烹	2	2	0	g	ᴳ	烹ᴳ	頭文字唯一
1817	content	giĉet	窗	2	2	1	g	ᴳ	窗ᴳ	頭文字唯一
1818	content	gigant	巨	2	2	4	g	ᴳ	巨ᴳ	頭文字唯一
1819	content	gimnastik	操	2	3	8	g	ᴳ	操ᴳ	頭文字唯一
1820	content	gimnazi	校	2	2	4	g	ᴳ	校ᴳ	頭文字唯一
1821	content	ĝir	转	2	2	22	ĝ	ᴳ̂	转ᴳ̂	頭文字唯一
1822	content	grimac	皱	2	2	3	g	ᴳ	皱ᴳ	頭文字唯一
1823	content	grotesk	怪	1	2	6			怪	基本形
1824	content	guberni	省	2	3	9	g	ᴳ	省ᴳ	頭文字唯一
1825	content	hobi	好	2	2	2	h	ᴴ	好ᴴ	頭文字唯一
1826	content	horizontal	横	1	1	10			横	単独
1827	content	humur	谐	2	2	7	hm	ᴴᴹ	谐ᴴᴹ	子音位置1
1828	content	ideologi	观	2	2	0	i	ᴵ	观ᴵ	頭文字唯一
1829	content	idiot	愚	1	2	6			愚	基本形
1830	content	iluzi	幻	2	3	11	i	ᴵ	幻ᴵ	頭文字唯一
1831	content	impon	威	1	1	6			威	単独
1832	content	inaŭgur	开	2	2	5	i	ᴵ	开ᴵ	頭文字唯一
1833	content	indeks	索	1	1	4			索	単独
1834	content	indic	征	1	1	18			征	単独
1835	content	institut	院	5	5	4	i	ᴵ	院ᴵ	頭文字唯一
1836	content	integr	全	1	2	19			全	基本形
1837	content	intens	烈	1	1	28			烈	単独
1838	content	interez	利	3	3	4	i	ᴵ	利ᴵ	頭文字唯一
1839	content	intervju	访	2	2	6	i	ᴵ	访ᴵ	頭文字唯一
1840	content	invers	逆	1	2	14			逆	基本形
1841	content	irit	恼	2	2	3	i	ᴵ	恼ᴵ	頭文字唯一
1842	content	jakt	艇	1	1	2			艇	単独
1843	content	japan	日	2	2	33	j	ᴶ	日ᴶ	頭文字唯一
1844	content	jet	喷	2	2	3	j	ᴶ	喷ᴶ	頭文字唯一
1845	content	kalk	钙	1	1	21			钙	単独
1846	content	kanari	雀	3	3	4	k	ᴷ	雀ᴷ	頭文字唯一
1847	content	kancer	癌	1	1	19			癌	単独
1848	content	karakteriz	特	5	5	0	k	ᴷ	特ᴷ	頭文字唯一
1849	content	karavan	队	2	2	6	k	ᴷ	队ᴷ	頭文字唯一
1850	content	karbon	碳	1	1	33			碳	単独
1851	content	karcer	牢	1	1	8			牢	単独
1852	content	karier	涯	1	1	7			涯	単独
1853	content	karikatur	讽	1	1	4			讽	単独
1854	content	kased	盒	2	2	7	k	ᴷ	盒ᴷ	頭文字唯一
1855	content	katastrof	灾	1	1	6			灾	単独
1856	content	kaŭr	蹲	1	1	3			蹲	単独
1857	content	klaĉ	谣	1	1	10			谣	単独
1858	content	klak	响	2	3	19	k	ᴷ	响ᴷ	頭文字唯一
1859	content	klasifik	类	2	2	6	kl	ᴷᴸ	类ᴷᴸ	子音位置1
1860	content	klav	键	1	1	17			键	単独
1861	content	klimatiz	调	3	3	0	k	ᴷ	调ᴷ	頭文字唯一
1862	content	kod	码	1	1	27			码	単独
1863	content	koks	胯	1	1	8			胯	単独
1864	content	kolbas	肠	1	2	11			肠	基本形
1865	content	koloni	殖	1	1	18			殖	単独
1866	content	koment	评	3	4	5	km	ᴷᴹ	评ᴷᴹ	子音位置1
1867	content	komentari	注	3	3	4	k	ᴷ	注ᴷ	頭文字唯一
1868	content	kompil	编	3	4	10	k	ᴷ	编ᴷ	頭文字唯一
1869	content	kompleks	复	4	4	12	ks	ᴷˢ	复ᴷˢ	子音位置5
1870	content	kompliment	赞	3	3	4	km	ᴷᴹ	赞ᴷᴹ	子音位置1
1871	content	konciz	简	2	2	6	k	ᴷ	简ᴷ	頭文字唯一
1872	content	kondolenc	哀	1	1	4			哀	単独
1873	content	konflikt	冲	1	1	12			冲	単独
1874	content	konform	合	1	3	21			合	基本形
1875	content	konk	贝	1	1	16			贝	単独
1876	content	konkret	具	3	3	6	k	ᴷ	具ᴷ	頭文字唯一
1877	content	konsili	议	4	4	10	ki	ᴷᴵ	议ᴷᴵ	母音補完/全文字位置6
1878	content	konsonant	辅	2	2	4	k	ᴷ	辅ᴷ	頭文字唯一
1879	content	konsult	询	1	1	14			询	単独
1880	content	kont	账	1	2	25			账	基本形
1881	content	kontinent	陆	1	1	11			陆	単独
1882	content	kontrast	对	3	4	8	ks	ᴷˢ	对ᴷˢ	子音位置4
1883	content	kontribu	贡	1	1	5			贡	単独
1884	content	konvenci	约	2	3	8	kv	ᴷⱽ	约ᴷⱽ	子音位置2
1885	content	kooperativ	协	1	1	6			协	単独
1886	content	krab	蟹	1	1	3			蟹	単独
1887	content	kramp	夹	1	2	11			夹	基本形
1888	content	ŝveb	翔	1	1	10			翔	単独
1889	content	tabu	禁	1	1	6			禁	単独
1890	content	tajd	潮	1	1	13			潮	単独
1891	content	tajfun	风	3	3	2	t	ᵀ	风ᵀ	頭文字唯一
1892	content	taktik	术	1	1	3			术	単独
1893	content	talent	才	1	3	5			才	基本形
1894	content	tambur	鼓	1	2	12			鼓	基本形
1895	content	tavol	层	1	2	22			层	基本形
1896	content	team	队	1	2	10			队	基本形
1897	content	teknologi	技	3	3	7	tl	ᵀᴸ	技ᵀᴸ	子音位置3
1898	content	teleskop	镜	3	3	0	t	ᵀ	镜ᵀ	頭文字唯一
1899	content	templ	庙	1	1	9			庙	単独
1900	content	tenis	网	2	2	8	t	ᵀ	网ᵀ	頭文字唯一
1901	content	term	项	1	1	60			项	単独
1902	content	termin	词	2	2	7	t	ᵀ	词ᵀ	頭文字唯一
1903	content	testament	嘱	1	1	7			嘱	単独
1904	content	tez	题	3	3	6	tz	ᵀᶻ	题ᵀᶻ	子音位置1
1905	content	tost	祝	2	2	3	t	ᵀ	祝ᵀ	頭文字唯一
1906	content	total	总	3	3	7	t	ᵀ	总ᵀ	頭文字唯一
1907	content	tropik	热	2	4	22	t	ᵀ	热ᵀ	頭文字唯一
1908	content	tulip	郁	1	1	2			郁	単独
1909	content	uni	联	3	3	5	u	ᵁ	联ᵁ	頭文字唯一
1910	content	univers	宇	2	2	3	u	ᵁ	宇ᵁ	頭文字唯一
1911	content	uragan	飓	1	1	3			飓	単独
1912	content	urin	尿	1	1	18			尿	単独
1913	content	uzin	厂	2	2	2	u	ᵁ	厂ᵁ	頭文字唯一
1914	content	vak	空	2	2	12	v	ⱽ	空ⱽ	頭文字唯一
1915	content	valut	币	1	1	9			币	単独
1916	content	varb	募	1	1	7			募	単独
1917	content	veget	茂	1	1	18			茂	単独
1918	content	versi	版	2	2	7	v	ⱽ	版ⱽ	頭文字唯一
1919	content	vertikal	竖	1	1	8			竖	単独
1920	content	veteran	老	1	1	2			老	単独
1921	content	virus	毒	2	2	13	vr	ⱽᴿ	毒ⱽᴿ	子音位置1
1922	content	viz	证	3	5	9	v	ⱽ	证ⱽ	頭文字唯一
1923	content	vokal	元	1	1	5			元	単独
1924	content	volupt	色	2	3	13	v	ⱽ	色ⱽ	頭文字唯一
1925	content	vulgar	俗	1	2	9			俗	基本形
1926	content	zo	动	4	6	16	z	ᶻ	动ᶻ	同頭文字初出/頭文字単独
1927	content	absurd	谬	1	1	7			谬	単独
1928	content	adapt	适	4	4	9	a	ᴬ	适ᴬ	頭文字唯一
1929	content	ador	拜	1	1	11			拜	単独
1930	content	adverb	副	1	1	1			副	単独
1931	content	aflikt	悲	1	2	4			悲	基本形
1932	content	ajl	蒜	1	1	11			蒜	単独
1933	content	akademi	院	3	5	5	a	ᴬ	院ᴬ	頭文字唯一
1934	content	akcent	重	3	3	8	a	ᴬ	重ᴬ	頭文字唯一
1935	content	akord	和	3	3	12	a	ᴬ	和ᴬ	頭文字唯一
1936	content	akt	为	2	2	10	a	ᴬ	为ᴬ	頭文字唯一
1937	content	aktual	现	4	6	10	ak	ᴬᴷ	现ᴬᴷ	子音位置1
1938	content	akuz	诉	1	2	10			诉	基本形
1939	content	alfabet	字	2	2	11	a	ᴬ	字ᴬ	頭文字唯一
1940	content	altern	替	1	2	20			替	基本形
1941	content	alud	暗	1	1	4			暗	単独
1942	content	amar	苦	2	2	5	a	ᴬ	苦ᴬ	頭文字唯一
1943	content	amator	好	1	2	8			好	基本形
1944	content	ambasador	使	4	5	5	ar	ᴬᴿ	使ᴬᴿ	子音位置5
1945	content	anekdot	闻	1	1	2			闻	単独
1946	content	aplaŭd	鼓	2	2	5	a	ᴬ	鼓ᴬ	頭文字唯一
1947	content	aplik	用	2	2	10	a	ᴬ	用ᴬ	頭文字唯一
1948	content	arbitr	断	1	2	5			断	基本形
1949	content	asert	断	2	2	3	as	ᴬˢ	断ᴬˢ	子音位置1
1950	content	atom	子	2	2	32	a	ᴬ	子ᴬ	頭文字唯一
1951	content	bagatel	琐	1	1	4			琐	単独
1952	content	bal	舞	2	2	6	b	ᴮ	舞ᴮ	頭文字唯一
1953	content	balbut	讷	1	1	5			讷	単独
1954	content	balot	票	2	3	21	ba	ᴮᴬ	票ᴮᴬ	母音補完/全文字位置1
1955	content	bambu	竹	1	1	9			竹	単独
1956	content	banan	蕉	1	1	4			蕉	単独
1957	content	bandaĝ	包	4	4	6	bn	ᴮᴺ	包ᴮᴺ	子音位置1
1958	content	bind	装	5	5	12	b	ᴮ	装ᴮ	頭文字唯一
1959	content	blek	鸣	1	1	8			鸣	単独
1960	content	bred	养	2	4	15	b	ᴮ	养ᴮ	頭文字唯一
1961	content	buĝet	预	1	1	10			预	単独
1962	content	bukl	卷	4	4	6	b	ᴮ	卷ᴮ	頭文字唯一
1963	content	bulk	包	3	4	7	b	ᴮ	包ᴮ	同頭文字初出/頭文字単独
1964	content	bulten	报	3	5	4	b	ᴮ	报ᴮ	頭文字唯一
1965	content	burĝon	芽	2	2	8	b	ᴮ	芽ᴮ	頭文字唯一
1966	content	ĉel	胞	1	1	47			胞	単独
1967	content	central	央	2	2	19	cl	ᶜᴸ	央ᶜᴸ	子音位置4
1968	content	cep	葱	1	1	4			葱	単独
1969	content	cerv	鹿	1	1	18			鹿	単独
