類型	層A	語A	面A	層B	語B	面B
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	federaciismo	联ᶠ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	federalismo	联ᶠᴸ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	frakciismo	分ᶠ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	gnostikismo	知ᴳ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	hedonismo	乐ᴴ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	hirtismo	蓬ᴴ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	humorismo	情ᴴ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	indiferentismo	冷主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	integrismo	全主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	intimismo	亲ᴵ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	katarismo	炎主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	kinezismo	动ᴷᶻ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	konsumismo	耗主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	kultismo	拜ᴷ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	laringismo	喉ᴸ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	makulismo	污主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	melanismo	黑ᴹ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	monah^ismo	僧主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	nanismo	矮主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	negativismo	否主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	novismo	新主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	pas^tismo	牧主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	peonismo	卒主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	personismo	人ᴾ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	psikismo	心ᴾˢ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	rabdismo	枝ᴿ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	revoluciismo	革ᴿ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	separatismo	隔ˢᵀ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	separismo	隔ˢᴿ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	tabakismo	烟ᵀ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	tajlorismo	裁ᵀᴿ主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	unitariismo	一神主义
高重複(恣意的)	PEJVO	deismo	神主义ᴰ	PIV	verismo	真主义
高重複(恣意的)	PEJVO	dekduedro	十二面ᴱ	PIV	dodekafona	十二声ᶠᴼ
高重複(恣意的)	PEJVO	delto	三角洲	PIV	triangulado	三角行
高重複(恣意的)	PEJVO	diskrediti	散信受	PIV	disj^etita	散投受
高重複(恣意的)	PEJVO	ekologo	境ᴱ学家	PIV	dietikisto	节学ᴵ家
高重複(恣意的)	PEJVO	ekologo	境ᴱ学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PEJVO	ekologo	境ᴱ学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PEJVO	ekologo	境ᴱ学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PEJVO	elipsoido	椭圆ᴱ似ᴼ	PIV	ovaligi	椭圆使
高重複(恣意的)	PEJVO	estetikisto	美学家	PIV	citologo	胞ᶜᵀ学家
高重複(恣意的)	PEJVO	estetikisto	美学家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	estetikisto	美学家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	estetikisto	美学家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PEJVO	estetikisto	美学家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PEJVO	estetikisto	美学家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	estetikisto	美学家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PEJVO	feroksido	铁氧化	PIV	ozonizi	臭氧化
高重複(恣意的)	PEJVO	filikarboj	羊齿树	PIV	psilotacoj	羊齿ᴾˢ科ᴬ
高重複(恣意的)	PEJVO	fis^bredisto	鱼养ᴮ家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	fis^bredisto	鱼养ᴮ家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	fis^kaptisto	鱼捕家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	fis^kaptisto	鱼捕家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	fis^vendisto	鱼卖家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	fis^vendisto	鱼卖家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	frajado	鱼卵行	PIV	fis^ovaro	鱼卵群
高重複(恣意的)	PEJVO	ftizulo	结核者	PIV	skrofolherbo	结核ˢ草
高重複(恣意的)	PEJVO	genealogo	系ᴳ学家	PIV	dietikisto	节学ᴵ家
高重複(恣意的)	PEJVO	genealogo	系ᴳ学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PEJVO	genealogo	系ᴳ学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PEJVO	genealogo	系ᴳ学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PEJVO	geologo	地ᴳ学家	PIV	dietikisto	节学ᴵ家
高重複(恣意的)	PEJVO	geologo	地ᴳ学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PEJVO	geologo	地ᴳ学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PEJVO	geologo	地ᴳ学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PEJVO	gimnastikisto	操ᴳᴵ学ᴵ家	PIV	citologo	胞ᶜᵀ学家
高重複(恣意的)	PEJVO	gimnastikisto	操ᴳᴵ学ᴵ家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	gimnastikisto	操ᴳᴵ学ᴵ家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	gimnastikisto	操ᴳᴵ学ᴵ家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PEJVO	gimnastikisto	操ᴳᴵ学ᴵ家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PEJVO	gimnastikisto	操ᴳᴵ学ᴵ家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	gimnastikisto	操ᴳᴵ学ᴵ家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PEJVO	gumgluaj^o	胶ᴳᴹ胶物	PIV	glu-glu-glu	胶-胶-胶
高重複(恣意的)	PEJVO	harfiliko	毛羊齿	PIV	murasplenio	壁羊齿ᴬˢ
高重複(恣意的)	PEJVO	harfiliko	毛羊齿	PIV	nestasplenio	巢羊齿ᴬˢ
高重複(恣意的)	PEJVO	hidroksido	水ᴴ氧化	PIV	ozonizi	臭氧化
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	abandonismo	弃ᴬᴰ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	alpismo	峰主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	aneksismo	并ᴬ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	arg^entismo	银主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	atropismo	颠ᴬ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	bankismo	银ᴮ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	bismutismo	金ᴮˢ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	defetismo	败ᴰ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	deviaciismo	偏ᴰᶜ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	direktismo	方主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	ekzistismo	存主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	erotismo	色ᴱᴿ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	eskapismo	逃ᴱ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	etnismo	族ᴱ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	fabismo	豆主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	federaciismo	联ᶠ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	frakciismo	分ᶠ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	gnostikismo	知ᴳ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	hedonismo	乐ᴴ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	hirtismo	蓬ᴴ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	humorismo	情ᴴ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	indiferentismo	冷主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	integrismo	全主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	intimismo	亲ᴵ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	katarismo	炎主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	kinezismo	动ᴷᶻ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	konsumismo	耗主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	kultismo	拜ᴷ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	laringismo	喉ᴸ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	melanismo	黑ᴹ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	monah^ismo	僧主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	nanismo	矮主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	negativismo	否主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	novismo	新主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	pas^tismo	牧主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	peonismo	卒主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	personismo	人ᴾ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	psikismo	心ᴾˢ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	rabdismo	枝ᴿ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	revoluciismo	革ᴿ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	separatismo	隔ˢᵀ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	separismo	隔ˢᴿ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	tabakismo	烟ᵀ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	tajlorismo	裁ᵀᴿ主义
高重複(恣意的)	PEJVO	imperialismo	帝主义	PIV	verismo	真主义
高重複(恣意的)	PEJVO	jupkuloto	裙短裤	PIV	bans^orto	浴短裤ˢ̂
高重複(恣意的)	PEJVO	kalcioksido	钙氧化	PIV	ozonizi	臭氧化
高重複(恣意的)	PEJVO	kemiisto	化学家	PIV	citologo	胞ᶜᵀ学家
高重複(恣意的)	PEJVO	kemiisto	化学家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	kemiisto	化学家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	kemiisto	化学家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PEJVO	kemiisto	化学家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PEJVO	kemiisto	化学家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	kemiisto	化学家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PEJVO	koncesiulo	特许ᴷ者	PIV	patentnomo	特许名
高重複(恣意的)	PEJVO	korusano	合唱ᴷ员	PIV	h^oristo	合唱家
高重複(恣意的)	PEJVO	korusano	合唱ᴷ员	PIV	h^orkandelo	合唱烛
高重複(恣意的)	PEJVO	korusano	合唱ᴷ员	PIV	h^orpupitro	合唱案ᴾᴾ
高重複(恣意的)	PEJVO	korusano	合唱ᴷ员	PIV	h^orseg^o	合唱椅
高重複(恣意的)	PEJVO	korusejo	合唱ᴷ所	PIV	h^orano	合唱员
高重複(恣意的)	PEJVO	korusejo	合唱ᴷ所	PIV	h^oristo	合唱家
高重複(恣意的)	PEJVO	korusejo	合唱ᴷ所	PIV	h^orkandelo	合唱烛
高重複(恣意的)	PEJVO	korusejo	合唱ᴷ所	PIV	h^orpupitro	合唱案ᴾᴾ
高重複(恣意的)	PEJVO	korusejo	合唱ᴷ所	PIV	h^orseg^o	合唱椅
高重複(恣意的)	PEJVO	kunnaskita	共生受	PIV	simbiozanto	共生在
高重複(恣意的)	PEJVO	kunnaskita	共生受	PIV	simbiozulo	共生者
高重複(恣意的)	PEJVO	kunokazeco	共生ᴼ性	PIV	simbiozanto	共生在
高重複(恣意的)	PEJVO	kunokazeco	共生ᴼ性	PIV	simbiozulo	共生者
高重複(恣意的)	PEJVO	makropedoj	袋鼠科ᴱ	PIV	kanguruvagono	袋鼠ᴷ厢
高重複(恣意的)	PEJVO	malgrandanima	反大魂	PIV	kontrafagoto	反ᴷ大管
高重複(恣意的)	PEJVO	malgrandeco	反大性	PIV	kontrafagoto	反ᴷ大管
高重複(恣意的)	PEJVO	malgrandega	反大巨	PIV	kontrafagoto	反ᴷ大管
高重複(恣意的)	PEJVO	malgrandigi	反大使	PIV	kontrafagoto	反ᴷ大管
高重複(恣意的)	PEJVO	malgrandlitero	反大字	PIV	kontrafagoto	反ᴷ大管
高重複(恣意的)	PEJVO	malgrandulo	反大者	PIV	kontrafagoto	反ᴷ大管
高重複(恣意的)	PEJVO	manglarbo	红树树	PIV	rizoforejo	红树ᴿ所
高重複(恣意的)	PEJVO	matematikisto	数学家	PIV	citologo	胞ᶜᵀ学家
高重複(恣意的)	PEJVO	matematikisto	数学家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	matematikisto	数学家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	matematikisto	数学家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PEJVO	matematikisto	数学家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PEJVO	matematikisto	数学家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	matematikisto	数学家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PEJVO	memregado	自治行	PIV	au^tonomisto	自治家
高重複(恣意的)	PEJVO	memreganta	自治在	PIV	au^tonomisto	自治家
高重複(恣意的)	PEJVO	memregeco	自治性	PIV	au^tonomisto	自治家
高重複(恣意的)	PEJVO	meninginflamo	脑膜炎ᴵ	PIV	albugineito	白膜炎ᵀ
高重複(恣意的)	PEJVO	meninginflamo	脑膜炎ᴵ	PIV	araknoidito	蛛膜炎ᵀ
高重複(恣意的)	PEJVO	meninginflamo	脑膜炎ᴵ	PIV	irisito	虹膜炎ᵀ
高重複(恣意的)	PEJVO	meninginflamo	脑膜炎ᴵ	PIV	koroidito	脉膜炎ᵀ
高重複(恣意的)	PEJVO	meninginflamo	脑膜炎ᴵ	PIV	retinito	网膜炎ᵀ
高重複(恣意的)	PEJVO	meninginflamo	脑膜炎ᴵ	PIV	sklerotito	巩膜炎ᵀ
高重複(恣意的)	PEJVO	meringelo	蛋白霜ᴹᴸ	PIV	proteinliza	蛋白解ᴸ
高重複(恣意的)	PEJVO	meringi	蛋白霜	PIV	proteinliza	蛋白解ᴸ
高重複(恣意的)	PEJVO	meteologo	气ᴹ学家	PIV	dietikisto	节学ᴵ家
高重複(恣意的)	PEJVO	meteologo	气ᴹ学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PEJVO	meteologo	气ᴹ学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PEJVO	meteologo	气ᴹ学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PEJVO	migdalarbo	扁桃树	PIV	tonsilektomio	扁桃ᵀ除ᴱᴷ
高重複(恣意的)	PEJVO	migdalglando	扁桃腺	PIV	tonsilektomio	扁桃ᵀ除ᴱᴷ
高重複(恣意的)	PEJVO	migdalokula	扁桃目	PIV	tonsilektomio	扁桃ᵀ除ᴱᴷ
高重複(恣意的)	PEJVO	migdaloleo	扁桃油	PIV	tonsilektomio	扁桃ᵀ除ᴱᴷ
高重複(恣意的)	PEJVO	migdalujo	扁桃器	PIV	tonsilektomio	扁桃ᵀ除ᴱᴷ
高重複(恣意的)	PEJVO	mikrobiologio	微生ᴮᴼ学ᴸᴳ	PIV	kriogeniko	冻生ᴳ学ᴵ
高重複(恣意的)	PEJVO	mineralogo	矿ᴹᴵ学家	PIV	dietikisto	节学ᴵ家
高重複(恣意的)	PEJVO	mineralogo	矿ᴹᴵ学家	PIV	ercesploristo	矿ᴱ探家
高重複(恣意的)	PEJVO	mineralogo	矿ᴹᴵ学家	PIV	kladikisto	支ᴷ学ᴵ家
高重複(恣意的)	PEJVO	mineralogo	矿ᴹᴵ学家	PIV	komputikisto	算ᴷᴹ学ᴵ家
高重複(恣意的)	PEJVO	mineralogo	矿ᴹᴵ学家	PIV	metodikisto	法ᴹ学ᴵ家
高重複(恣意的)	PEJVO	muskatbutero	木ᴹ黄油	PIV	kreozotoleo	木馏油
高重複(恣意的)	PEJVO	neeblaj^o	不可物	PIV	agnostika	不可知
高重複(恣意的)	PEJVO	neebleco	不可性	PIV	agnostika	不可知
高重複(恣意的)	PEJVO	neebligi	不可使	PIV	agnostika	不可知
高重複(恣意的)	PEJVO	nervaro	神经群	PIV	neu^rito	神经ᴺᵁ̆炎ᵀ
高重複(恣意的)	PEJVO	nervaro	神经群	PIV	neu^romo	神经ᴺᵁ̆瘤
高重複(恣意的)	PEJVO	neu^ralgio	神经ᴺᵁ̆痛ᴬ	PIV	nervimpulso	神经冲
高重複(恣意的)	PEJVO	neu^ralgio	神经ᴺᵁ̆痛ᴬ	PIV	nervizi	神经化
高重複(恣意的)	PEJVO	neu^rastenio	神经ᴺᵁ̆弱ᴬ	PIV	nervimpulso	神经冲
高重複(恣意的)	PEJVO	neu^rastenio	神经ᴺᵁ̆弱ᴬ	PIV	nervizi	神经化
高重複(恣意的)	PEJVO	neu^roza	神经ᴺᵁ̆症ᴼ	PIV	nervimpulso	神经冲
高重複(恣意的)	PEJVO	neu^roza	神经ᴺᵁ̆症ᴼ	PIV	nervizi	神经化
高重複(恣意的)	PEJVO	noktuo	猫头鹰ᴺ	PIV	strigedoj	猫头鹰科ᴱ
高重複(恣意的)	PEJVO	opalo	蛋白石	PIV	polurkreto	磨ᴾ白石
高重複(恣意的)	PEJVO	opalo	蛋白石	PIV	proteinliza	蛋白解ᴸ
高重複(恣意的)	PEJVO	optikisto	光学家	PIV	citologo	胞ᶜᵀ学家
高重複(恣意的)	PEJVO	optikisto	光学家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
高重複(恣意的)	PEJVO	optikisto	光学家	PIV	iktiologo	鱼ᴵᴷ学家
高重複(恣意的)	PEJVO	optikisto	光学家	PIV	mikologo	菌ᴹ学家
高重複(恣意的)	PEJVO	optikisto	光学家	PIV	pedologo	土ᴾ学家
高重複(恣意的)	PEJVO	optikisto	光学家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	optikisto	光学家	PIV	urologo	尿ᵁᴼ学家
高重複(恣意的)	PEJVO	otuso	猫头鹰ᴼ	PIV	strigedoj	猫头鹰科ᴱ
高重複(恣意的)	PEJVO	papajfrukto	木瓜果	PIV	cidoniujo	木瓜ᶜ器
高重複(恣意的)	PEJVO	papajfrukto	木瓜果	PIV	grumis^ambero	木ᴳᴹ浆果
高重複(恣意的)	PEJVO	papajfrukto	木瓜果	PIV	karikfikuso	木瓜ᴷ榕
高重複(恣意的)	PEJVO	peroksido	过ᴾᴱᴿ氧化	PIV	ozonizi	臭氧化
高重複(恣意的)	PEJVO	pimenti	多香果	PIV	plurakeno	多ᴾᴿ瘦果
高重複(恣意的)	PEJVO	pimenti	多香果	PIV	plurdrupo	多ᴾᴿ核果
高重複(恣意的)	PEJVO	pistako	开心果	PIV	sapoto	人心果
高重複(恣意的)	PEJVO	pleu^rito	胸膜炎ᵀ	PIV	brustangino	胸咽炎
高重複(恣意的)	PEJVO	prerilupo	草原ᴾ狼	PIV	stepalau^do	草原雀
高重複(恣意的)	PEJVO	prerilupo	草原ᴾ狼	PIV	stepbuteo	草原鹰ᴮ
高重複(恣意的)	PEJVO	prerilupo	草原ᴾ狼	PIV	stepkoko	草原鸡
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	abandonismo	弃ᴬᴰ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	alpismo	峰主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	aneksismo	并ᴬ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	arg^entismo	银主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	atropismo	颠ᴬ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	bankismo	银ᴮ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	bismutismo	金ᴮˢ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	defetismo	败ᴰ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	deviaciismo	偏ᴰᶜ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	direktismo	方主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	ekzistismo	存主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	erotismo	色ᴱᴿ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	eskapismo	逃ᴱ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	etnismo	族ᴱ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	fabismo	豆主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	federaciismo	联ᶠ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	frakciismo	分ᶠ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	gnostikismo	知ᴳ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	hedonismo	乐ᴴ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	hirtismo	蓬ᴴ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	humorismo	情ᴴ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	indiferentismo	冷主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	integrismo	全主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	intimismo	亲ᴵ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	katarismo	炎主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	kinezismo	动ᴷᶻ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	konsumismo	耗主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	kultismo	拜ᴷ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	laringismo	喉ᴸ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	melanismo	黑ᴹ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	monah^ismo	僧主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	nanismo	矮主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	negativismo	否主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	novismo	新主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	pas^tismo	牧主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	peonismo	卒主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	personismo	人ᴾ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	psikismo	心ᴾˢ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	rabdismo	枝ᴿ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	revoluciismo	革ᴿ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	separatismo	隔ˢᵀ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	separismo	隔ˢᴿ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	tabakismo	烟ᵀ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	tajlorismo	裁ᵀᴿ主义
高重複(恣意的)	PEJVO	provincialismo	省主义	PIV	verismo	真主义
高重複(恣意的)	PEJVO	punkcinadlo	穿刺针	PIV	trapikig^i	穿刺成
高重複(恣意的)	PEJVO	rafaneto	萝卜小	PIV	rapo-brasiko	萝卜ᴿᴾo-菜ᴮ
高重複(恣意的)	PEJVO	reakcianto	反应在	PIV	maldevigi	反应使
高重複(恣意的)	PEJVO	reakciilo	反应具	PIV	maldevigi	反应使
高重複(恣意的)	PEJVO	reakcimotoro	反应动ᴹᵀ	PIV	maldevigi	反应使
高重複(恣意的)	PEJVO	reakciulo	反应者	PIV	maldevigi	反应使
高重複(恣意的)	PEJVO	reaktoro	反应堆	PIV	maldevigi	反应使
高重複(恣意的)	PEJVO	s^oserulilo	路ˢ̂卷ᴿ具	PIV	vojindikatoro	路指ᴵ具ᴬ
高重複(恣意的)	PEJVO	samseksamo	同性ˢ爱	PIV	gejino	同性女
高重複(恣意的)	PEJVO	samseksema	同性ˢ倾	PIV	gejino	同性女
高重複(恣意的)	PEJVO	senfamulo	无名ᶠ者	PIV	anonimeco	无ᴬ名ᴼ性
高重複(恣意的)	PEJVO	sensangigi	无血使	PIV	anemiig^i	无ᴬ血ᴱ成
高重複(恣意的)	PEJVO	sensensigi	无感ˢˢ使	PIV	anestezanto	无ᴬ感ᴱ在
高重複(恣意的)	PEJVO	sojherbo	大豆草	PIV	rabarbo-reumo	大黄o-草ᴿᵁ
高重複(恣意的)	PEJVO	spermujo	精液器	PIV	c^urovoj	精液ᶜ̂卵
高重複(恣意的)	PEJVO	spiroketo	螺旋体	PIV	treponemo	密螺旋体
高重複(恣意的)	PEJVO	teraj^isto	地物家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	terkultivisto	地栽家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	terkulturisto	地耕家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	terlaboristo	地劳家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	termezuristo	地测家	PIV	topologo	地ᵀᴾ学家
高重複(恣意的)	PEJVO	tonsilito	扁桃ᵀ炎ᵀ	PIV	migdalprunuso	扁桃李ᴾˢ
高重複(恣意的)	PEJVO	torpedisto	鱼雷家	PIV	ih^tiologo	鱼ᴵᴴ̂学家
