"root","k","id","P","band","F","gsize"
"sepult","葬","","-0.742","pejvo","5","1"
"tenor","男高音","","0.751","pejvo","5","1"
"sabr","刀","","-2.192","pejvo","5","1"
"amplif","扩","","-1.492","pejvo","5","1"
"leksik","词汇","","-0.742","pejvo","5","1"
"malari","疟","","-1.217","pejvo","5","1"
"rit","仪","","-1.472","pejvo","5","1"
"integral","积分","","-0.563","pejvo","5","1"
"kontuz","挫伤","","-0.304","pejvo","5","1"
"diakon","助祭","","-0.092","pejvo","5","1"
"futur","未","","-1.592","pejvo","5","1"
"anarki","无政府","an","0.222","pejvo","5","2"
"anark","无政府","","0.93","pejvo","2","2"
"j^ongl","耍","","-1.059","pejvo","5","1"
"dilu","稀","d","-0.692","pejvo","5","2"
"rar","稀","","-0.667","pejvo","5","2"
"foment","敷","f","-0.412","pejvo","5","3"
"pans","敷","","-0.19","pejvo","4","3"
"kompres","敷","k","0.261","pejvo","2","3"
"krank","曲柄","","-0.392","pejvo","5","1"
"pankreat","胰","","-1.032","pejvo","5","1"
"eu^tanazi","安乐死","","-0.233","pejvo","5","1"
"intuici","直觉","","-0.215","pejvo","5","1"
"h^oler","霍乱","","0.443","pejvo","5","1"
"ci","尔","","-1.412","pejvo","5","1"
"strategi","略","","-0.91","pejvo","5","1"
"fav","黄癣","","1.178","pejvo","5","1"
"rektum","直肠","","-0.412","pejvo","5","1"
"svarm","拥","","-1.179","pejvo","5","1"
"meduz","水母","","-1.059","pejvo","5","1"
"zom","变焦","","0.163","pejvo","5","1"
"reg^isor","导演","","0.103","pejvo","5","1"
"tars","足根","","-0.162","pejvo","5","1"
"adolesk","青春","","-0.215","pejvo","5","1"
"latir","香豌豆","","1.26","pejvo","5","1"
"kongel","冻","kn","-0.656","piv","2","2"
"krio","冻","","-1.263","piv","5","2"
"proskrib","逐","p","-0.339","pejvo","2","2"
"ekzil","逐","","-0.942","pejvo","5","2"
"sopran","女高音","","0.326","pejvo","5","1"
"parafin","石蜡","","-0.002","pejvo","5","1"
"kamfor","樟","","-0.412","pejvo","5","1"
"magm","岩浆","","-0.058","pejvo","5","1"
"kromosom","染色体","","0.299","pejvo","5","1"
"fleksi","屈","","-1.217","pejvo","5","1"
"hermafrodit","两性","","-0.512","pejvo","5","1"
"fosili","化石","","-1.092","pejvo","5","1"
"obtuz","钝","","-1.059","pejvo","5","1"
"glim","云母","","-1.025","pejvo","5","1"
"evaku","疏散","","0.546","pejvo","5","1"
"kapilar","毛细","","-0.767","pejvo","5","1"
"interval","间隔","","-0.018","pejvo","5","1"
"preri","草原","p","0.435","pejvo","3","2"
"step","草原","","0.045","pejvo","5","2"
"trust","垄断","","0.029","pejvo","5","1"
"jugland","核桃","","0.103","pejvo","5","1"
"narcis","水仙","","-0.91","pejvo","4","1"
"prior","院长","p","-0.425","pejvo","4","2"
"abat","院长","","-0.402","pejvo","4","2"
"skrofol","结核","s","0.691","pejvo","2","2"
"ftiz","结核","","0.227","pejvo","4","2"
"kapitel","柱头","","-0.359","pejvo","4","1"
"ribosom","核糖体","","1.627","piv","4","1"
"konstip","便秘","","-0.002","pejvo","5","1"
"miring","鼓膜","m","1.247","piv","3","2"
"timpan","鼓膜","","0.842","pejvo","5","2"
"kalandr","压光","","-0.767","pejvo","5","1"
"mortez","卯眼","","-0.304","pejvo","5","1"
"stak","垛","","-0.619","pejvo","3","2"
"krenel","垛","k","-1.092","pejvo","5","2"
"metan","沼气","","-0.717","pejvo","5","1"
"cedrat","香柑","","0.601","pejvo","2","2"
"bergamot","香柑","b","-0.125","pejvo","5","2"
"nap","油菜","","0.061","pejvo","5","2"
"kolz","油菜","k","0.738","pejvo","2","2"
"anemi","贫血","","-0.499","pejvo","5","1"
"ostr","蚌","","-0.912","pejvo","5","2"
"mitul","蚌","m","-0.536","pejvo","3","2"
"kalabas","葫芦","","-0.002","pejvo","5","1"
"paliativ","缓","p","-0.099","pejvo","2","4"
"remit","缓","rm","-0.024","piv","2","4"
"lant","缓","","-0.692","pejvo","5","4"
"rilaks","缓","r","-0.559","pejvo","4","4"
"faring","咽","","-1.092","pejvo","5","1"
"amfibi","两栖","","-0.198","pejvo","5","1"
"genetik","遗传","","-0.108","pejvo","5","1"
"kvarc","石英","","-0.607","pejvo","5","1"
"bran","糠","","-0.162","pejvo","5","1"
"talp","地鼠","","0.045","pejvo","5","1"
"kobold","精灵","","0.222","pejvo","5","1"
"estetik","美学","","-0.215","pejvo","5","1"
"simbioz","共生","","-0.883","pejvo","5","1"
"angor","忧","","-1.306","pejvo","5","1"
"grafit","石墨","","0.118","pejvo","5","1"
"drag","挖泥","","-0.162","pejvo","5","1"
"ume","梅","","-0.774","pejvo","5","1"
"kuri","廷","","-1.392","pejvo","5","1"
"pluk","摘","","-0.478","pejvo","5","2"
"enukle","摘","e","0.173","pejvo","2","2"
"makler","介","","-1.842","pejvo","5","1"
"galer","桨船","","0.419","pejvo","4","1"
"asembl","汇编","","-0.015","pejvo","4","1"
"aberaci","差","","-0.943","pejvo","4","1"
"karo","方块","","-0.619","pejvo","4","1"
"espart","茅","","-1.034","piv","4","1"
"tribord","右边","","-0.819","pejvo","4","1"
"violonc^el","大提琴","","0.991","pejvo","4","1"
"pron","俯","","-0.729","piv","4","1"
"diafragm","光圈","","-0.051","pejvo","4","1"
"peg","啄木","","-0.169","pejvo","4","1"
"kogn","识","","-1.081","piv","4","1"
"moks","艾","","-1.349","pejvo","4","1"
"falang","阵","","-1.309","pejvo","4","1"
"sokl","墩","","-0.19","pejvo","4","1"
"halogen","卤","","-1.209","pejvo","4","1"
"grif","狮鹰","","1.046","pejvo","4","1"
"stomp","晕染","","0.212","pejvo","4","1"
"anticip","预","","-0.819","pejvo","4","2"
"predikt","预","p","-0.309","pejvo","2","2"
"pedunkl","梗","p","-0.477","pejvo","3","2"
"infarkt","梗","","-0.7","pejvo","4","2"
"mec^","芯","","-1.038","pejvo","4","1"
"invad","侵","","-0.876","pejvo","4","1"
"prunel","野李","","0.091","pejvo","4","1"
"border","缘","","-0.336","pejvo","3","2"
"afin","缘","a","-0.509","piv","4","2"
"maniok","薯","","-0.122","pejvo","4","1"
"trole","触轮","","0.419","pejvo","4","1"
"stapl","囤","","-1.124","pejvo","4","2"
"akapar","囤","a","-0.943","pejvo","3","2"
"kontempl","冥","","-0.849","pejvo","4","1"
"arkitekt","建筑","","0.271","pejvo","4","2"
"arkitektur","建筑","ar","0.751","pejvo","2","2"
"top","帆楼","","0.243","pejvo","4","1"
"absint","苦艾","","-0.448","pejvo","4","1"
"geril","游击","","0.002","pejvo","4","1"
"damask","缎","d","-0.559","pejvo","4","2"
"saten","缎","","-0.535","pejvo","4","2"
"orgi","纵欲","","0.124","pejvo","4","1"
"kartilag","软骨","","0.281","pejvo","3","2"
"kondr","软骨","kn","0.107","piv","4","2"
"timon","车杆","","-0.646","pejvo","4","1"
"anten","触角","","0.316","pejvo","4","1"
"ratifik","批","rk","-1.209","pejvo","4","2"
"ratif","批","","-0.613","pejvo","2","2"
"aline","换行","","-0.103","pejvo","4","1"
"delt","三角洲","","0.227","pejvo","4","1"
"faks","传真","","-0.084","pejvo","4","1"
"konfekci","成衣","","-0.61","pejvo","4","1"
"babord","船左","","-0.122","pejvo","4","1"
"skorbut","坏血","","-0.471","pejvo","4","1"
"punik","榴","p","-0.093","piv","3","2"
"granat","榴","","-0.338","pejvo","4","2"
"kanton","州","","-1.309","pejvo","4","1"
"frez","削","","-0.843","pejvo","4","1"
"dekret","颁","","-0.789","pejvo","4","2"
"promulg","颁","p","-0.309","piv","2","2"
"kapok","木棉","","-0.103","pejvo","4","2"
"bombak","木棉","b","0.389","piv","2","2"
"striptiz","脱衣舞","","1.413","piv","4","1"
"hum","腐土","","0.038","pejvo","4","1"
"smerald","绿玉","","-0.141","pejvo","4","1"
"larik","落松","","0.316","pejvo","4","1"
"degrad","降","d","-1.034","pejvo","4","3"
"bemol","降","","-0.486","pejvo","2","3"
"kapitulac","降","k","-1.147","pejvo","4","3"
"efloresk","风化","","-1.109","pejvo","4","1"
"matrikul","籍","","0.271","pejvo","4","1"
"miria","万","","-1.81","pejvo","4","1"
"notari","公证","","-0.673","pejvo","4","1"
"kremaci","火葬","","-0.141","pejvo","4","1"
"anatomi","剖","","-0.819","pejvo","4","1"
"amalgam","汞齐","","-0.471","pejvo","4","1"
"klitor","阴蒂","","0.091","pejvo","4","1"
"efluv","辉","","-0.535","pejvo","4","1"
"kamera","摄","","-0.448","pejvo","4","1"
"kongest","淤","k","-0.477","pejvo","3","2"
"aluvi","淤","","-0.646","pejvo","4","2"
"variete","杂耍","","-0.25","pejvo","4","1"
"koroid","脉膜","","0.612","pejvo","4","1"
"albumin","白蛋白","","0.391","pejvo","4","1"
"kapel","祈堂","","0.212","pejvo","4","1"
"arke","方舟","","-0.729","pejvo","4","1"
"supin","仰","","-1.259","piv","4","1"
"tenajl","钳","","-0.789","pejvo","4","2"
"h^elicer","钳","h^","-0.309","piv","2","2"
"gang","脉石","","-0.295","pejvo","4","1"
"pep","叽","","-1.289","pejvo","4","1"
"insulin","胰岛素","","1.013","pejvo","4","1"
"defil","分列","","-0.759","pejvo","4","1"
"adher","附","","-1.124","pejvo","4","4"
"prokliz","附","p","-0.699","piv","2","4"
"incident","附","i","-1.252","pejvo","4","4"
"enkliz","附","e","-0.656","piv","2","4"
"apendic","虫垂","","-0.359","pejvo","4","1"
"skip","班","","-0.729","pejvo","4","1"
"eksklud","斥","","-1.529","pejvo","4","2"
"skold","斥","s","-0.899","piv","2","2"
"kantonment","营","km","-0.559","pejvo","3","4"
"kvartir","营","kv","-0.477","pejvo","3","4"
"bivak","营","","-0.135","pejvo","2","4"
"kazern","营","k","-0.673","pejvo","4","4"
"galop","驰","","-1.259","pejvo","4","1"
"prostat","前列","","-0.25","pejvo","4","1"
"dializ","透析","","0.091","pejvo","4","1"
"avel","坚果","","-0.19","pejvo","4","1"
"ricel","窝","","-0.535","pejvo","4","2"
"fove","窝","f","0.001","piv","2","2"
"centripet","向心","","-0.879","pejvo","4","1"
"labirint","迷宫","","0.057","pejvo","4","1"
"bugr","肛交","b","0.109","piv","2","2"
"sodomi","肛交","","-0.448","pejvo","4","2"
"retorik","修辞","","0.495","pejvo","4","1"
"vertig^","晕","v","-0.566","pejvo","3","3"
"halo","晕","","-0.729","pejvo","4","3"
"areol","晕","a","-0.249","piv","2","3"
"aj^ur","透空","","0.124","pejvo","4","1"
"hosti","圣饼","","-0.317","pejvo","4","1"
"transfuz","输","","-0.494","pejvo","4","1"
"parabol","抛","","-1.209","pejvo","4","1"
"naft","原油","","0.124","pejvo","4","1"
"balast","压舱","","-0.122","pejvo","4","1"
"dedukt","演绎","","0.509","pejvo","4","1"
"katec^u","儿茶","","-0.673","piv","4","1"
"tampon","棉塞","","0.819","pejvo","4","1"
"jul","圣诞","","-0.379","pejvo","4","1"
"karamel","焦糖","","1.116","pejvo","4","1"
"sekvestr","查封","","0.057","pejvo","4","1"
"akrobat","杂技","","-0.471","pejvo","4","1"
"erp","耙","","-0.189","pejvo","2","2"
"rast","耙","r","-0.729","pejvo","4","2"
"trol","拖网","","-0.295","pejvo","4","1"
"drup","核果","","0.124","pejvo","4","1"
"armatur","配筋","","0.495","pejvo","4","1"
"ekskreci","泄","","-1.109","pejvo","4","1"
"motacil","摇尾鸟","","0.807","pejvo","4","1"
"rod","啃","","-0.591","pejvo","4","2"
"rong^","啃","rn","-0.395","pejvo","3","2"
"kalvari","受难","","0.074","pejvo","4","1"
"tuberkulin","结核素","","1.187","pejvo","4","1"
"inkognit","匿","","-0.849","pejvo","4","1"
"verv","劲","","-1.081","pejvo","4","1"
"margarin","人造油","","0.271","pejvo","4","1"
"anabol","合成","","-0.559","piv","4","1"
"infanteri","步兵","","-0.402","pejvo","4","1"
"orkid","兰","","-1.409","pejvo","4","2"
"orkide","兰","or","-0.959","pejvo","2","2"
"ha","啊","","-0.669","pejvo","4","1"
"klast","屑","","-0.759","piv","4","1"
"vermiljon","朱","v","-0.949","pejvo","2","2"
"cinabr","朱","","-1.309","pejvo","4","2"
"novic","初","n","-0.9","pejvo","3","3"
"debut","初","","-1.124","pejvo","4","3"
"rudiment","初","r","-0.742","pejvo","2","3"
"monark","君主","","-0.559","pejvo","4","2"
"monarki","君主","mn","-0.361","pejvo","3","2"
"h^ord","脊索","","0.331","piv","4","1"
"febl","弱","","-0.219","pejvo","2","3"
"debil","弱","d","-0.536","piv","3","3"
"asteni","弱","a","-0.789","pejvo","4","3"
"krater","坑","","-1.167","pejvo","4","1"
"mesi","救世","","-0.084","pejvo","4","1"
"muar","波纹","","-0.19","pejvo","4","1"
"bigot","偏执","","0.002","pejvo","4","2"
"paranoj","偏执","p","0.478","pejvo","2","2"
"morb","病","","-0.729","pejvo","4","1"
"pretor","法官","","-0.122","piv","4","1"
"loteri","彩","l","-0.45","pejvo","3","3"
"polikromi","彩","p","-0.244","pejvo","2","3"
"bunt","彩","","-0.619","pejvo","4","3"
"vermic^el","粉丝","","-0.269","pejvo","4","1"
"particip","分词","","-0.728","pejvo","4","1"
"sabot","破坏","","0.002","pejvo","4","1"
"pigr","懒","","-0.084","pejvo","4","1"
"teni","条虫","","-0.402","pejvo","4","1"
"knar","吱","","-1.081","pejvo","4","1"
"koincid","巧合","","-0.7","pejvo","4","1"
"glot","声门","","-0.729","pejvo","4","1"
"katod","阴","","-1.259","pejvo","4","1"
"helmint","蠕","","0.286","piv","4","2"
"peristalt","蠕","p","0.479","piv","3","2"
"magistr","硕","","-0.7","pejvo","4","1"
"mirt","香桃","","0.227","pejvo","4","1"
"gap","呆","","-1.038","pejvo","4","1"
"inert","惰","","-0.535","pejvo","4","1"
"sau^r","爬虫","","-0.295","piv","4","1"
"interpol","插","ip","-0.099","pejvo","2","3"
"insert","插","i","-0.559","pejvo","4","3"
"stik","插","","-0.509","pejvo","4","3"
"izomer","异构","","-0.338","pejvo","4","1"
"kontraband","走私","","-0.424","pejvo","4","1"
"pic^","阴户","","-0.699","pejvo","4","1"
"sibl","嘶","s","-0.19","pejvo","4","3"
"hen","嘶","","0.341","pejvo","2","3"
"s^us^","嘶","s^","0.341","piv","2","3"
"insil","窖藏","","1.239","piv","4","1"
"opal","蛋白石","","0.434","pejvo","4","1"
"lof","迎","","-1.038","pejvo","4","1"
"male","捶","","-0.619","pejvo","4","1"
"tif","疹","","-0.699","pejvo","4","2"
"ekzantem","疹","e","-0.626","pejvo","3","2"
"trombon","长号","","-0.943","pejvo","4","1"
"mening","脑膜","","0.716","pejvo","4","1"
"klerik","教士","","-0.338","pejvo","4","1"
"artileri","炮兵","","-0.159","pejvo","4","1"
"bolet","菇","","-0.646","pejvo","4","1"
"gamet","配子","","-0.425","piv","4","1"
"leopard","豹","l","-0.819","pejvo","4","2"
"panter","豹","","-0.566","pejvo","3","2"
"puli","滑轮","","0.331","pejvo","4","1"
"ekzorc","驱魔","","1.024","pejvo","4","1"
"kaj^ol","奉","","-0.997","pejvo","4","1"
"dekadenc","颓","","-0.494","pejvo","4","1"
"eh^in","海胆","eh^","0.738","piv","2","2"
"ekin","海胆","","0.227","pejvo","4","2"
"bajonet","刺刀","","-0.819","pejvo","4","1"
"servir","发球","","-0.122","piv","4","1"
"ortopedi","矫","","-0.728","pejvo","4","1"
"komuni","圣餐","","0.405","pejvo","4","2"
"eu^karisti","圣餐","e","0.873","pejvo","2","2"
"mitral","机枪","","-0.338","pejvo","4","1"
"drakon","苛","","-1.034","pejvo","4","1"
"doktrin","教义","","-0.359","pejvo","4","1"
"raviol","饺","","-0.91","pejvo","4","1"
"zingibr","姜","","-0.943","pejvo","4","1"
"dekolt","低领","","0.091","pejvo","4","1"
"prism","棱镜","","1.137","pejvo","4","1"
"konjunktur","景气","","-0.197","pejvo","4","1"
"cinik","冷笑","","0.002","pejvo","4","1"
"periferi","周边","","-0.494","pejvo","4","1"
"edif","教化","","-0.19","pejvo","4","1"
"pigment","色素","","-0.141","pejvo","4","1"
"dekant","倾析","","0.091","pejvo","4","1"
"romantik","浪漫","","0.691","pejvo","4","1"
"konkub","内缘","","-0.122","pejvo","4","1"
"j^ud","柔道","","0.448","pejvo","4","1"
"tekton","硬木","","-0.122","piv","4","1"
"perpleks","惑","","-0.61","pejvo","4","1"
"kac","阳具","","-0.274","piv","4","2"
"falus","阳具","f","-0.093","piv","3","2"
"gilos^","编纹","","0.212","pejvo","4","1"
"radius","半径","","-0.448","pejvo","4","1"
"dodeka","十二","","-1.659","piv","4","1"
"s^unt","分流","","-0.295","pejvo","4","1"
"aplanat","无差","","-0.471","pejvo","4","1"
"vener","性病","","0.107","pejvo","4","1"
"akaci","金合欢","","0.316","pejvo","4","1"
"globul","血球","","-0.015","pejvo","4","1"
"akaj^u","腰果","","0.419","pejvo","4","1"
"adstring","涩","","-0.849","pejvo","4","1"
"sezam","芝麻","","0.002","pejvo","4","1"
"stopl","茬","","-0.876","pejvo","4","1"
"brok","锦","","-0.402","pejvo","4","1"
"amplifik","增幅","","1.002","pejvo","4","1"
"kastr","去势","","-0.425","pejvo","4","1"
"sor","腾","","-0.379","pejvo","4","1"
"sakr","骂","","-0.843","pejvo","4","1"
"salping","卵管","","0.391","pejvo","4","1"
"snob","势利","","-0.19","pejvo","4","1"
"pau^s","摹","","-0.295","pejvo","4","1"
"demenc","痴","","-0.448","pejvo","4","3"
"kreten","痴","k","0.063","pejvo","2","3"
"imbecil","痴","i","0.04","piv","2","3"
"paled","托盘","","0.002","pejvo","4","1"
"despot","专制","","-0.559","pejvo","4","1"
"eklektik","折衷","","-0.051","pejvo","4","1"
"glac^er","冰川","","-0.91","piv","4","1"
"amoniak","氨","","-0.819","pejvo","4","1"
"lab","皱胃","","0.243","piv","4","1"
"glicer","甘油","gc","-0.225","piv","3","3"
"glicerol","甘油","gl","-0.271","pejvo","3","3"
"glicerin","甘油","","-0.494","pejvo","4","3"
"acer","枫","","-0.959","pejvo","4","1"
"observatori","天文台","","-0.563","pejvo","4","1"
"premis","前提","","0.405","pejvo","4","1"
"jogurt","酸乳","","0.509","pejvo","4","1"
"ardez","板岩","","-0.103","pejvo","4","1"
"cedr","雪松","","0.227","pejvo","4","2"
"himalaj","雪松","h","0.691","pejvo","2","2"
"uta","歌","","-0.274","pejvo","4","1"
"diagnoz","诊断","","0.074","pejvo","4","1"
"relikv","遗物","","0.301","pejvo","4","1"
"amput","截","","-0.317","pejvo","4","1"
"cintr","拱架","","0.107","piv","4","1"
"urn","骨灰缸","","0.855","pejvo","4","1"
"arorut","葛","","-0.559","pejvo","4","1"
"somnol","困","","-0.943","piv","3","1"
"molar","臼","","-1.036","pejvo","3","1"
"agnostik","不可知","","0.172","pejvo","3","1"
"metropol","都","","-0.626","pejvo","3","1"
"vanil","香兰","","-0.093","pejvo","3","1"
"s^pal","枕","","-0.736","pejvo","3","1"
"araknoid","蛛膜","","1.121","pejvo","3","1"
"lukr","赚","","-0.072","piv","3","1"
"spindel","纺锤","","0.509","pejvo","3","1"
"dut","二度","","-0.368","pejvo","3","1"
"gingiv","牙肉","","-0.566","pejvo","3","1"
"artez","自流","","0.12","pejvo","3","1"
"oniks","玛瑙","","0.539","pejvo","3","1"
"spele","窟","","-0.202","pejvo","3","1"
"kalend","初一","","-0.811","pejvo","3","1"
"vampir","吸血鬼","","0.628","pejvo","3","1"
"fini","限","","-0.736","piv","3","2"
"restrikt","限","r","-0.886","piv","3","2"
"kuret","刮匙","","0.435","piv","3","1"
"kodon","密码子","","0.746","piv","3","1"
"trace","轴线","","0.226","piv","3","1"
"brez","闷","","-0.858","piv","3","1"
"pustul","脓泡","","0.314","pejvo","3","1"
"plag^","滩","","-0.179","pejvo","3","1"
"cikut","毒芹","","0.12","pejvo","3","1"
"lord","卿","","-0.506","pejvo","3","1"
"karob","角豆","","-0.093","pejvo","3","1"
"kaligraf","书法","","-0.386","piv","3","1"
"erik","石南","","-0.072","pejvo","3","1"
"fau^lt","断层","","0.33","piv","3","1"
"biceps","二头肌","","-0.225","pejvo","3","1"
"peruk","假发","","0.12","pejvo","3","1"
"glutam","谷氨","","0.208","piv","3","1"
"punkci","穿刺","","0.208","pejvo","3","1"
"granit","花岗岩","","0.732","pejvo","3","1"
"limon","柠檬","","1.156","pejvo","3","1"
"bluf","唬","","-0.395","pejvo","3","1"
"makadam","碎石","","0.297","pejvo","3","1"
"sutur","缝合","","0.435","piv","3","1"
"induktanc","电感","","0.264","pejvo","3","1"
"oktav","八度","","-0.423","pejvo","3","2"
"okt","八度","ok","-0.081","piv","2","2"
"damasken","嵌","d","-0.099","pejvo","2","3"
"marketr","嵌","m","-0.361","pejvo","3","3"
"inkrust","嵌","","-0.361","pejvo","3","3"
"turkis","碧","","-0.115","pejvo","3","1"
"gres","牧草","","0.243","pejvo","3","2"
"medikag","牧草","m","0.19","pejvo","3","2"
"basbal","棒球","","0.835","pejvo","3","1"
"puritan","清教","","0.718","pejvo","3","1"
"prepuci","包皮","","-0.596","pejvo","3","1"
"metro","地铁","","0.12","pejvo","3","1"
"kalcitr","踢","","-0.026","pejvo","3","1"
"onk","肿瘤","","0.875","piv","3","1"
"nic^","壁凹","","0.671","pejvo","3","1"
"inkvizici","审判","","-0.066","pejvo","3","1"
"prepost","主祭","","0.37","pejvo","2","2"
"pontifik","主祭","pn","0.064","pejvo","3","2"
"flot","舰","","-0.506","pejvo","3","3"
"vesel","舰","v","-0.249","pejvo","2","3"
"fregat","舰","fr","-0.566","pejvo","3","3"
"citrus","柑","","-0.686","pejvo","3","1"
"eritrocit","红胞","","-0.066","pejvo","3","1"
"korelaci","相关","","-0.046","pejvo","3","2"
"korelativ","相关","kt","-0.066","pejvo","3","2"
"g^et","堤","","-0.261","pejvo","3","1"
"celom","体腔","","0.435","piv","3","1"
"pesticid","农药","","-0.046","pejvo","3","1"
"empir","帝风","","-0.202","pejvo","3","1"
"zebr","斑马","","0.034","pejvo","3","1"
"pis^t","活塞","","0.759","pejvo","3","1"
"batu","围猎","","0.347","piv","3","1"
"antilop","羚","a","-0.189","pejvo","2","2"
"c^am","羚","","-0.368","pejvo","3","2"
"cefalaspid","头甲","","-0.686","piv","3","1"
"s^rot","粗粉","","0.657","piv","3","1"
"trad","信风","","-0.179","pejvo","3","2"
"alize","信风","a","0.086","piv","2","2"
"renesanc","复兴","","-0.046","pejvo","3","1"
"hegemoni","霸","","0.599","pejvo","3","1"
"kardan","万向","","-0.686","pejvo","3","1"
"retrospektiv","顾","","-0.746","pejvo","3","1"
"municip","邑","","-0.986","pejvo","3","1"
"amorfofal","魔芋","","1.11","pejvo","3","1"
"duoden","十二指肠","","0.524","pejvo","3","1"
"karoten","萝卜素","","0.823","piv","3","1"
"infest","患","","-0.45","piv","3","1"
"fetic^","物神","","0.226","pejvo","3","1"
"spiril","螺菌","","1.35","pejvo","3","1"
"korpulent","胖","k","-0.499","pejvo","2","2"
"obez","胖","","-0.619","pejvo","3","2"
"greb","潜鸟","gr","0.841","piv","2","3"
"gavi","潜鸟","","0.554","pejvo","3","3"
"podicip","潜鸟","p","0.796","piv","2","3"
"parodi","戏仿","","-0.336","pejvo","3","2"
"travesti","戏仿","t","-0.386","pejvo","3","2"
"epitom","抄","","-0.943","pejvo","3","1"
"haspel","绕","","-0.686","piv","3","1"
"katastr","地籍","","1.133","pejvo","3","1"
"s^agrin","鲨皮","","0.524","pejvo","3","1"
"krisol","熔锅","","1.144","pejvo","3","1"
"atut","王牌","","0.139","pejvo","3","1"
"forniks","脑弓","","-0.248","pejvo","3","1"
"krop","食袋","","0.554","pejvo","3","1"
"ananas","菠萝","","0.732","pejvo","3","1"
"skafandr","潜衣","","0.599","pejvo","3","1"
"knik","座屈","","0.347","piv","3","1"
"remork","拖车","","-0.336","piv","3","1"
"c^ambelan","侍臣","","-0.158","pejvo","3","1"
"verdigr","铜绿","","0.718","pejvo","3","1"
"tempi","侧头","","-0.202","pejvo","3","1"
"bagag^","行李","","-0.202","pejvo","3","1"
"introspekt","内省","","-0.317","pejvo","3","1"
"brig","双帆船","","0.657","pejvo","3","1"
"gliciriz","甘草","","-0.158","pejvo","3","1"
"tabet","脊髓病","","2.677","piv","3","1"
"kolb","托","","-0.699","pejvo","2","2"
"korbel","托","kr","-1.086","pejvo","3","2"
"deprec","贬","dp","-0.811","piv","3","2"
"devalut","贬","","-0.561","pejvo","2","2"
"cekum","盲肠","","0.014","pejvo","3","1"
"stigmat","痕","","-0.477","pejvo","3","1"
"tau^tomer","互变","","-0.386","piv","3","1"
"parotid","腮腺","","1.133","pejvo","3","1"
"mercer","针线","","-0.006","pejvo","3","1"
"procelari","海燕","","1.11","piv","3","1"
"kist","囊肿","","1.574","pejvo","3","1"
"pteraspid","翼甲","","0.691","piv","3","1"
"iriz","虹","","-0.619","pejvo","3","1"
"etos","氛","","-0.736","pejvo","3","1"
"setl","居","","-0.736","piv","3","1"
"silvi","莺","","-0.536","pejvo","3","1"
"racem","消旋","","0.642","piv","3","1"
"molusk","软体","","-0.006","pejvo","3","1"
"ladan","香脂","","0.435","piv","3","1"
"klis^","铸版","","0.554","pejvo","3","1"
"kliv","劈","","0.034","pejvo","3","1"
"goril","猩","","-0.311","pejvo","3","1"
"napalm","凝油","","0.939","pejvo","3","1"
"serp","割","","-0.286","pejvo","3","2"
"sekant","割","sk","-0.049","pejvo","2","2"
"polm","掌","","-0.286","pejvo","3","1"
"penis","阴茎","","-0.093","pejvo","3","1"
"but","培","","-0.368","pejvo","3","1"
"tac^ment","遣","","-0.248","pejvo","3","1"
"sensaci","轰动","","-0.136","pejvo","3","1"
"ulul","嚎","u","0.243","pejvo","3","2"
"hurl","嚎","","0.243","pejvo","3","2"
"iredent","待收","","-0.026","pejvo","3","1"
"kalistegi","旋花","","0.264","pejvo","3","1"
"lami","野芝麻","","1.371","pejvo","3","1"
"gumigut","藤黄","","1.441","pejvo","3","1"
"arakid","花生","","-0.336","pejvo","3","1"
"atribu","归","","-1.246","pejvo","3","1"
"sarkom","肉瘤","","0.628","piv","3","1"
"galon","饰带","","0.513","pejvo","2","2"
"pasament","饰带","p","0.172","pejvo","3","2"
"gonokok","淋菌","","0.718","pejvo","3","1"
"brankard","担架","","0.172","pejvo","3","1"
"svelt","苗条","","0.014","pejvo","3","1"
"hajk","短诗","","0.554","pejvo","3","1"
"tranc","附身","","-0.093","pejvo","3","1"
"transpir","蒸","","-0.271","piv","3","1"
"izotop","同位素","","0.835","pejvo","3","1"
"streb","奋","","-0.774","pejvo","3","1"
"papirus","纸草","","0.37","pejvo","2","2"
"papir","纸草","pp","0.12","piv","3","2"
"strangol","绞","s","-0.753","pejvo","3","2"
"vinc^","绞","","-0.619","pejvo","3","2"
"bordel","妓院","","0.101","pejvo","3","1"
"meleagr","火鸡","","-0.477","pejvo","3","1"
"globulin","球蛋白","","1.225","piv","3","1"
"kiv","猴桃","","0.773","pejvo","3","2"
"aktinidi","猴桃","a","0.992","piv","2","2"
"meger","悍妇","","0.12","pejvo","3","1"
"prestidigit","戏法","","-0.222","pejvo","3","1"
"j^argon","黑话","","0.524","pejvo","3","1"
"kopul","交配","","0.12","piv","3","1"
"trigonometri","三角","","-0.746","pejvo","3","2"
"trigon","三角","tr","-0.279","piv","2","2"
"ektopi","异位","","-0.225","pejvo","3","1"
"providenc","佑","","-1.072","pejvo","3","1"
"trepan","钻颅","","0.628","pejvo","3","1"
"abism","渊","","-0.423","pejvo","3","1"
"jakv","菠萝蜜","","2.18","piv","3","1"
"trinitr","三硝","","-0.026","piv","3","1"
"facet","刻面","","0.226","pejvo","3","1"
"kolesterol","胆醇","","0.889","pejvo","3","1"
"mimik","拟","","-0.9","pejvo","3","2"
"simul","拟","s","-0.9","pejvo","3","2"
"arbut","红果","","-0.093","pejvo","3","1"
